sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
207558|Zaḳ, Avraham|Ḳnekhṭ zenen mir geṿen|קנעכט זענען מיר געווען|Buenos-Ayres|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1956||זאק|אברהם|https://archive.org/details/nybc207558|nybc207558|http://www.archive.org/stream/nybc207558|http://www.archive.org/download/nybc207558/nybc207558.pdf
207561|Zaḳ, Avraham|Unṭer di fligl fun ṭoyṭ Fonye ganef|אונטער די פליגל פון טויט : פאניע גנב|Buenos-Ayres ; Tel-Aviv|Baerung-ḳomiṭeṭ baym Yidishn ḳulṭur-ḳongres,|1982|371|זאק|אברהם|https://archive.org/details/nybc207561|nybc207561|http://www.archive.org/stream/nybc207561|http://www.archive.org/download/nybc207561/nybc207561.pdf
207562|Zonsheyn, Mosheh.|Yidish-Ṿarshe|יידיש-ווארשע|Buenos Aires|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1954|222|זאנשיין|משה|https://archive.org/details/nybc207562|nybc207562|http://www.archive.org/stream/nybc207562|http://www.archive.org/download/nybc207562/nybc207562.pdf
207563|Zonszajn, Jakub|Ṿorṭ un nign|ווארט און ניגון|Ṿarshe|Yidish bukh,|1959|131|זאנשיין|יעקב|https://archive.org/details/nybc207563|nybc207563|http://www.archive.org/stream/nybc207563|http://www.archive.org/download/nybc207563/nybc207563.pdf
207564|Zandberg, Shaye|Ḳlangen|קלאנגען|Tel-Aviv|Oyfḳum,|1968|124|זאנדבערג|ישעיה|https://archive.org/details/nybc207564|nybc207564|http://www.archive.org/stream/nybc207564|http://www.archive.org/download/nybc207564/nybc207564.pdf
207565|Zandberg, Shaye|A flash oyfn ṿaser|א פלאש אויפן וואסער|Tel Aviv|Oyfḳum,|1971|214|זאנדבערג|ישעיה|https://archive.org/details/nybc207565|nybc207565|http://www.archive.org/stream/nybc207565|http://www.archive.org/download/nybc207565/nybc207565.pdf
207566|Zaḳ, Avraham|Oyf shlyakhn fun hefḳer|אויף שליאכן פון הפקר|Buenos-Ayres|Yidbukh,|1958||זאק|אברהם|https://archive.org/details/nybc207566|nybc207566|http://www.archive.org/stream/nybc207566|http://www.archive.org/download/nybc207566/nybc207566.pdf
207569|Zaḳ, Avraham|Fun ale mayne yorn anṭologye fun mayne lider un poemes|פון אלע מיינע יארן : אנטאלאגיע פון מיינע לידער און פאעמעס|Buenos-Aires|A. Zaḳ,|1975||זאק|אברהם|https://archive.org/details/nybc207569|nybc207569|http://www.archive.org/stream/nybc207569|http://www.archive.org/download/nybc207569/nybc207569.pdf
207570|Zakalik, D.|Gerangl geshribn in Lublin un Roym, 1944-1946|געראנגל : געשריבן אין לובלין און רוים, 1944-1946|Tel-Aviv|Y.L. Perets-Biblioṭeḳ,|1958|156|זאקאליק|ד|https://archive.org/details/nybc207570|nybc207570|http://www.archive.org/stream/nybc207570|http://www.archive.org/download/nybc207570/nybc207570.pdf
207571|Zaḳ, Avraham|Oyf fremder erd lider un poemes|אויף פרעמדער ערד : לידער און פאעמעס|Buenos-Ayres|Ḳulṭur-ḳongres,|1962|113|זאק|אברהם|https://archive.org/details/nybc207571|nybc207571|http://www.archive.org/stream/nybc207571|http://www.archive.org/download/nybc207571/nybc207571.pdf
207572|Zaḳ, Avraham|Oyf shṭile ṿegn lider un poemes|אויף שטילע וועגן : לידער און פאעמעס|Buenos-Ayres|Alṿelṭlekher Yidisher Ḳulṭer-Ḳongres,|1971|131|זאק|אברהם|https://archive.org/details/nybc207572|nybc207572|http://www.archive.org/stream/nybc207572|http://www.archive.org/download/nybc207572/nybc207572.pdf
207573|Zonszajn, Jakub|Profesor Shṿartsshṭayn drame in 3 aḳṭn - 5 bilder|פראפעסאר שווארצשטיין : דראמע אין 3 אקטן - 5 בילדער|Ṿarshe|Yidish Bukh,|1950|66|זאנשיין|יעקב|https://archive.org/details/nybc207573|nybc207573|http://www.archive.org/stream/nybc207573|http://www.archive.org/download/nybc207573/nybc207573.pdf
207574|Zacusky, Aaron Joel|Medines̀ Yiśroel un der Ṿaṭiḳan|מדינת ישראל און דער וואטיקאן|Buenos-Ayres|Alṿelṭlekher Yidisher ḳulṭur-ḳongres, Argenṭiner opṭeyl,|1974|47|זאקוסקי|א. י|https://archive.org/details/nybc207574|nybc207574|http://www.archive.org/stream/nybc207574|http://www.archive.org/download/nybc207574/nybc207574.pdf
207575|Zacusky, Aaron Joel|Tsorndiḳ saṭirish un lirish|צארנדיק סאטיריש און ליריש|Buenos-Ayres|Alṿelṭlekher Yidisher ḳulṭur-ḳongres, Argenṭiner opṭeyl,|1976|79|זאקוסקי|א.י|https://archive.org/details/nybc207575|nybc207575|http://www.archive.org/stream/nybc207575|http://www.archive.org/download/nybc207575/nybc207575.pdf
207576|Sachs, Abraham Simchah|In ḳamf far a beserer ṿelṭ geḳlibene ks̀ovim ṿegn sotsyale problemen un reṿolutsyonere perzenlekhḳeyṭn|אין קאמף פאר א בעסערער וועלט : געקליבענע כתבים וועגן סאציאלע פראבלעמען און רעוואלוציאיונערע פערזענלעכקייטן|Nyu Yorḳ|Aroysgegebn fun der A. Ś. Zaḳs Gezelshafṭ : Farlag Idisher lerer seminar,|1938|175|זאקס|א. ש|https://archive.org/details/nybc207576|nybc207576|http://www.archive.org/stream/nybc207576|http://www.archive.org/download/nybc207576/nybc207576.pdf
207577|Sachs, Abraham Simchah|Di lehre fun sotsializm|די לעהרע פון זאציאליזם|Nyu Yorḳ|Idishe sotsialisṭisher federatsyon fun Ameriḳa,|1915|153|זאקס|א. ש|https://archive.org/details/nybc207577|nybc207577|http://www.archive.org/stream/nybc207577|http://www.archive.org/download/nybc207577/nybc207577.pdf
207578|Sachs, Abraham Simchah|Botaniḳ, oder dos leben fun flantsen miṭ bilder|באטאניק, אדער דאס לעבען פון פלאנצען : מיט בילדער|Nyu Yorḳ|Edyuḳeyshonal ḳomiṭeṭ fun Arbeyṭer ring,|1916|96|זאקס|א. ש|https://archive.org/details/nybc207578|nybc207578|http://www.archive.org/stream/nybc207578|http://www.archive.org/download/nybc207578/nybc207578.pdf
207579|Sacks, Chaim.|Sʼiz geṿen a mol dertseylungen un zikhroynes̀|ס'איז געווען א מאל : דערציילונגען און זכרונות|Yohanesburg|Farlag Dorem Afriḳe,||229|זאקס|חיים|https://archive.org/details/nybc207579|nybc207579|http://www.archive.org/stream/nybc207579|http://www.archive.org/download/nybc207579/nybc207579.pdf
207580|Zaretsḳi, Hinde.|Ḳroṭona Parḳ brigade lider un mayses̀|קראטאנא פארק בריגאדע : לידער און מעשיות|Nyu-Yorḳ|Tsenṭraler-ḳomiṭeṭ fun di Yidishe Folḳ-Shuln in di Fareyniḳṭe Shṭaṭn un Ḳanada,|1949|94|זארעצקי|הינדע|https://archive.org/details/nybc207580|nybc207580|http://www.archive.org/stream/nybc207580|http://www.archive.org/download/nybc207580/nybc207580.pdf
207581|Zaretsḳi, Hinde.|Der ferṭer nign|דער פערטער ניגון|Nyu-Yorḳ|Farlag ""Mordekhai Leyb"",|1960|256|זארעצקי|הינדע|https://archive.org/details/nybc207581|nybc207581|http://www.archive.org/stream/nybc207581|http://www.archive.org/download/nybc207581/nybc207581.pdf
207582|Zaretsḳi, Hinde.|Oysgekholemṭer nign lider|אויסגחלומטער ניגון : לידער|Nyu-Yorḳ|Aroysgegebn miṭ der hilf fun fraynṭlekhe organizatsyes,|1973|128|זארעצקי|הינדע|https://archive.org/details/nybc207582|nybc207582|http://www.archive.org/stream/nybc207582|http://www.archive.org/download/nybc207582/nybc207582.pdf
207583|Zaretsḳi, Hinde.|Un er hoṭ gezungen lider|און ער הָאט געזונגען : לידער|Nyu-Yorḳ|Aroysgegebn miṭ der hilf fun fraynṭlekhe organizatsyes,|1968|177|ז@ארעצקי|הינדע|https://archive.org/details/nybc207583|nybc207583|http://www.archive.org/stream/nybc207583|http://www.archive.org/download/nybc207583/nybc207583.pdf
207584|Seidman, Hillel.|Di sedre fun der ṿokh miṭ tsayṭ-bliḳ oysṭayṭshungen|די סדרה פון דער וואך : מיט צייט-בליק אויסטייטשונגען|Nyu Yorḳ|Bel Harbor pob. ḳo.,|||זיידמאן|הלל|https://archive.org/details/nybc207584|nybc207584|http://www.archive.org/stream/nybc207584|http://www.archive.org/download/nybc207584/nybc207584.pdf
207587|Seidman, Hillel.|Ṭog-bukh fun Ṿarsheṿer geṭo|טאג-בוך פון ווארשעווער געטא|Buenos-Ayres|Tsenṭral-farband fun Poylishe Yidn in Argenṭine,|1947||זיידמאן|הלל|https://archive.org/details/nybc207587|nybc207587|http://www.archive.org/stream/nybc207587|http://www.archive.org/download/nybc207587/nybc207587.pdf
207588|Zytner, Salomon.|Der gerangl un andere dertseylungen|דער געראנגל : און אנדערע דערציילונגען|Montevideo|Yidishn shrayber un zshurnalisṭn-farayn in Urugṿay,|1955|201|זיטנער|שלמה|https://archive.org/details/nybc207588|nybc207588|http://www.archive.org/stream/nybc207588|http://www.archive.org/download/nybc207588/nybc207588.pdf
207589|Suttner, Bertha von|Nider miṭ di ṿafen an anṭi-miliṭarisṭisher roman|נידער מיט די וואפען : אן אנטי-מיליטאריסטישער ראמאן|[New York]|Fraye arbeyṭer shṭime,||496|זוטנער|בערטהא|https://archive.org/details/nybc207589|nybc207589|http://www.archive.org/stream/nybc207589|http://www.archive.org/download/nybc207589/nybc207589.pdf
207590|Silberberg-Cholewa, I.|Menṭsh un folḳ|מענטש און פאלק|Tel-Aviv|ha-Menorah,|1967|501|זילבערבערג-כאלעווא|י|https://archive.org/details/nybc207590|nybc207590|http://www.archive.org/stream/nybc207590|http://www.archive.org/download/nybc207590/nybc207590.pdf
207591|Singer, Jacob|Dramaṭishe shrifṭn fun Yidishn lebn meyver-leyam|דראמאטישע שריפטן : פון יידין לעבן מעבר לים|Tel-Aviv|Y. L. Perets,|1960||זינגער|יעקב|https://archive.org/details/nybc207591|nybc207591|http://www.archive.org/stream/nybc207591|http://www.archive.org/download/nybc207591/nybc207591.pdf
207592|Singer, Jacob|Dramen Ḥayyim Solomon un Miryam's kholem ; tsṿey dramen fun dem Yidish lebn in Ameriḳe|דראמען : חיים סאלאמאן און מרימ'ס חלום ; צוויי דראמען פון דעם יידישן לעבן אין אמעריקע|Los Angeles|[o.fg.],|1954|202|זינגער|יעקב|https://archive.org/details/nybc207592|nybc207592|http://www.archive.org/stream/nybc207592|http://www.archive.org/download/nybc207592/nybc207592.pdf
207593|Singer, Jacob|Der yunger Dzsheyḳobs roman|דער יונגער דזשייקאבס : ראמאן|Tel-Aviv|ha-Menorah,|1963|513|זינגער|יעקב|https://archive.org/details/nybc207593|nybc207593|http://www.archive.org/stream/nybc207593|http://www.archive.org/download/nybc207593/nybc207593.pdf
207594|Zylbersztajn, Bajnysz.|Gezamlṭe lider|געזאמלטע לידער|Pariz|Aroysgegebn durkh a mishpoḥe-ḳomiṭeṭ,|1957|199|זילבערשטיין|בייניש|https://archive.org/details/nybc207594|nybc207594|http://www.archive.org/stream/nybc207594|http://www.archive.org/download/nybc207594/nybc207594.pdf
207595|Singer, Elias|Der menṭsh un zayn gezunṭ|דער מענטש און זיין געזונט|Buenos Aires|[s. l.],|1958|318|זינגער|יואל|https://archive.org/details/nybc207595|nybc207595|http://www.archive.org/stream/nybc207595|http://www.archive.org/download/nybc207595/nybc207595.pdf
207596|Liptsin, Sem|Zingen mir far sholem|זינגען מיר : פאר שלום|New York|Sam Liptzin Book Committee,|1974|108|ליפצין|סעם|https://archive.org/details/nybc207596|nybc207596|http://www.archive.org/stream/nybc207596|http://www.archive.org/download/nybc207596/nybc207596.pdf
207597|Zylbercweig, Zalmen|Der medalyon fars in 1 aḳṭ|דער מעדאליאן : פארס אין 1 אקט|Peṭriḳoṿ|B. Libesḳind,|||זילבערצווייג|ז|https://archive.org/details/nybc207597|nybc207597|http://www.archive.org/stream/nybc207597|http://www.archive.org/download/nybc207597/nybc207597.pdf
209525|France, Anatole|Zshoḳasṭa|זשאקאסטא|Ṿarshe|Sh. Goldfarb,|1929|365|פראנס|אנאטאל|https://archive.org/details/nybc209525|nybc209525|http://www.archive.org/stream/nybc209525|http://www.archive.org/download/nybc209525/nybc209525.pdf
207598|Singer, Israel Joshua|Di brider Ashkenazi roman in dray ṭeyln|די ברידער אשכנזי : ראמאן אין דריי טיילן|Nyu Yorḳ|Farlag Matones̀,|1951||זינגער|י. י|https://archive.org/details/nybc207598|nybc207598|http://www.archive.org/stream/nybc207598|http://www.archive.org/download/nybc207598/nybc207598.pdf
207599|Singer, Israel Joshua|Ḥaver Naḥman roman in ḍray ṭeyln|חבר נחמן : ראמאן אין דריי טיילן|Nyu-Yorḳ|Forṿerṭs oysg.,|1938|447|זינגער|י.י|https://archive.org/details/nybc207599|nybc207599|http://www.archive.org/stream/nybc207599|http://www.archive.org/download/nybc207599/nybc207599.pdf
207600|Singer, Israel Joshua|Nay-Rusland bilder un rayze|ניי-רוסלאנד : בילדער פון א רייזע|Ṿarshe|Bzshoza,|1939|246|זינגער|י.י|https://archive.org/details/nybc207600|nybc207600|http://www.archive.org/stream/nybc207600|http://www.archive.org/download/nybc207600/nybc207600.pdf
207601|Singer, Samuel David|Dikhṭer un prozayiḳer eseyen ṿegn shrayber un bikher|דיכטער און פראזאאיקער : עסייען ווגען שרייבער און ביכער|Nyu-Yorḳ|Aroysgegebn fun Bildungs-opṭeylung fun Arbeṭer-Ring,|1959|336|זינגער|ש. ד|https://archive.org/details/nybc207601|nybc207601|http://www.archive.org/stream/nybc207601|http://www.archive.org/download/nybc207601/nybc207601.pdf
207602|Zisman, Tania.|Lider|לידער|Pariz|[o.fg.],|1961|108|זיסמאן|טאניע|https://archive.org/details/nybc207602|nybc207602|http://www.archive.org/stream/nybc207602|http://www.archive.org/download/nybc207602/nybc207602.pdf
207603|Singer, Israel Joshua|Shṭol un ayzn roman|שטעל און אייזן : ראמאן|Ṿilne|B. Ḳletsḳin,|1927|346|זינגער|י.י|https://archive.org/details/nybc207603|nybc207603|http://www.archive.org/stream/nybc207603|http://www.archive.org/download/nybc207603/nybc207603.pdf
207604|Ziper, Yaaḳov.|Oyf yener zayṭ Bug|איוף יענער זייט בוג|Montreal|[o.fg.],|1946|273|זיפקר|יעקב|https://archive.org/details/nybc207604|nybc207604|http://www.archive.org/stream/nybc207604|http://www.archive.org/download/nybc207604/nybc207604.pdf
207605|Avida, Yehuda Leib|Koyheles̀ der menṭsh un dos bukh|קהלת : דער מענטש און דאס בוך|Montreal|[s.n.],|1929|144|זלאטניק|יהודה ליב|https://archive.org/details/nybc207605|nybc207605|http://www.archive.org/stream/nybc207605|http://www.archive.org/download/nybc207605/nybc207605.pdf
207606|Zlotnik, Isaiah.|Ḥumesh-folḳlor ale folḳsṭimlikhe diburim, glaykhṿerṭlekh, halatsos̀, aneḳdoṭen un folḳsṭayṭshen ṿas betseyhen zikh oyfen Ḥumash|חומש-פאלקלאר : אלע פאלקסטימליכע דברים, גלייכווערטלעך, הלצות, אנעקדאטען, וואס בעציהען זיך אויפ'ן חומש|Ṿarsha|Drukarnia Polonia,|||זלאטניק|ישעיה|https://archive.org/details/nybc207606|nybc207606|http://www.archive.org/stream/nybc207606|http://www.archive.org/download/nybc207606/nybc207606.pdf
207607|Zeṿin, Y. Y.|Tashraḳ's besṭe ertsehlungen fier bikher ... Ale fier bikher gedrukṭ tsuzamen un gebunden in eyn band.|תשר""ק'ס בעסטע ערצעחלונגען : פיער ביכער|Nyu Yorḳ|Hebew Pub. Co.,|1919||||https://archive.org/details/nybc207607|nybc207607|http://www.archive.org/stream/nybc207607|http://www.archive.org/download/nybc207607/nybc207607.pdf",,,,,,,,,,,,,,,,,
207609|Kazanski,David|Zisha Landoy zamelbukh|זישא לאנדוי : זאמלבוך|Nyu Yorḳ|Inzl,|1938|169|קאזאנסקי|דוד|https://archive.org/details/nybc207609|nybc207609|http://www.archive.org/stream/nybc207609|http://www.archive.org/download/nybc207609/nybc207609.pdf,,,,,,,,,,,,,,,
207610|Zisman,Tania.|Lider 2|לידער 2|Pariz|[o. fg.],|1977|180|זיסמאן|טאניע|https://archive.org/details/nybc207610|nybc207610|http://www.archive.org/stream/nybc207610|http://www.archive.org/download/nybc207610/nybc207610.pdf,,,,,,,,,,,,,,,
207611||Zhiṭloṿsḳi-zamlbukh geṿidmeṭ Dr. Ḥayyim Zhiṭloṿsḳi (Chaim Zhitlowsky) tsu zayn zekhtsiḳsṭn geburtsṭog fun zayne fraynd,ḥaveyrim,talmidim.|זשיטלאווסקי-זאמלבוך : געווידמעט דר. חיים זשיטלאווסקי צו זיין זעכציקסטן געבורטסטאג פון זיננע פריינד,חברים,תלמידים|Ṿarshe|Farlag Bzshosa (Brzoza),|1929|479|||https://archive.org/details/nybc207611|nybc207611|http://www.archive.org/stream/nybc207611|http://www.archive.org/download/nybc207611/nybc207611.pdf,,,,,,,,,,,,
"207612|Selig, Harris L.|Fun eybigen ḳṿal gedanḳen un meynungen fun der agode iber di sidres fun der ṿokh un yomim toyvim|פון אייביגען קוואל : געדאנקען און מיינונגען פון דער ""אגדה"" איבער די סדרות פון דער וואך און ימים טובים|Nuyorḳ|Moyneshṭer Pob. Ḳo.,||392|זעליג|ה. ל|https://archive.org/details/nybc207612|nybc207612|http://www.archive.org/stream/nybc207612|http://www.archive.org/download/nybc207612/nybc207612.pdf",,,,,,,,,,,,,,,,,
