sysno|authorroman|titleroman|title|imprintplaceroman|publisherroman|date|pages|authorlast|authorfirst|iadetails|iaidentifier|streamurl|downloadurl,,,,,,,,,,,,,,,,,
203340|Wolpe, David E.|Miṭ Avraham Sutsḳeṿer iber zayn liderṿelṭ monografye|מיט אברהם סוצקעווער איבער זיין לידערוועלט : מאנאגראפיע|Yohanesburg|Ḳayor,|1985|243|וואלפע|דוד א|https://archive.org/details/nybc203340|nybc203340|http://www.archive.org/stream/nybc203340|http://www.archive.org/download/nybc203340/nybc203340.pdf
203341|Ṿayzl, L.|Di ayzheyl|די אייזהייל|Nyu-Yorḳ|Idishe Shul,|1939|18|ווייזל|ל|https://archive.org/details/nybc203341|nybc203341|http://www.archive.org/stream/nybc203341|http://www.archive.org/download/nybc203341/nybc203341.pdf
203342|Wajn, A.|Di Yidn oyfn Noenṭn Mizreḥ in der tḳufe fun Bar-Kokhba's oyfshṭand biz der yeride fun dem guanaṭ|די יידן אפן נאענטן מזרח : אין דער תקופה פון בר-כוכבא'ס אפשטאנד ביז דער ירידה פון דעם גואנאט|Ṿarshe|Yidish bukh,|1958|74|וויין|א|https://archive.org/details/nybc203342|nybc203342|http://www.archive.org/stream/nybc203342|http://www.archive.org/download/nybc203342/nybc203342.pdf
203343|Rapoport, Shabsa|Zamlung|זאמלונג|Ṭoronṭe|[o. fg.],|1955|223|ראפאפארט|שבתי|https://archive.org/details/nybc203343|nybc203343|http://www.archive.org/stream/nybc203343|http://www.archive.org/download/nybc203343/nybc203343.pdf
203344|Rosenberg, Yaakov ben Gershon|Shney in friling lider, dertseylungen, maymorim|שניי אין פרילינג : לידער, דערציילונגען, מאמרים|Tel-Aviv|Fraynd,|1984|150|ראזענבערג|יעקב|https://archive.org/details/nybc203344|nybc203344|http://www.archive.org/stream/nybc203344|http://www.archive.org/download/nybc203344/nybc203344.pdf
203345|Rapoport, O.|Tsṿishn yo! un neyn! ḳriṭiḳ un esey|צווישן יא! און ניין! : קריטיק און עסיי|Ṿarshe|Ḥ. Bzshoza,|1937|209|ראפאפארט|י|https://archive.org/details/nybc203345|nybc203345|http://www.archive.org/stream/nybc203345|http://www.archive.org/download/nybc203345/nybc203345.pdf
203346|Raskin, Rae Rosenthal.|Moṭl's tsayṭn drame in 4 aḳṭn|מאטל'ס צייטן : דראמע אין 4 אקטן|Nyu-Yorḳ|Ṭeaṭer,||70|ראסקין|רעי|https://archive.org/details/nybc203346|nybc203346|http://www.archive.org/stream/nybc203346|http://www.archive.org/download/nybc203346/nybc203346.pdf
203347|Rosenberg, Abraham.|Di ḳlouḳmakher un zeyere yunyons erinerungen|די קלאוקמאכער און זייערע יוניאנס : עראינערונגען|Nyu Yorḳ|Ḳlouḳ opereyṭors yunyon loḳal 1,|1920|251|ראזענבערג|אברהם|https://archive.org/details/nybc203347|nybc203347|http://www.archive.org/stream/nybc203347|http://www.archive.org/download/nybc203347/nybc203347.pdf
203348|Rapoport, O.|Liṭeraṭur in demoḳraṭishe un ṭoṭaliṭare lender|ליטעראטור אין דעמאקראטישע און טאטאליטארע לענדער|Melburn|Y. Rapoporṭ,|1951|31|ראפאפארט|י|https://archive.org/details/nybc203348|nybc203348|http://www.archive.org/stream/nybc203348|http://www.archive.org/download/nybc203348/nybc203348.pdf
203349|Sholem Aleichem|Berdiṭsheṿer śreyfes̀ Berdiṭsheṿer gazlonim|בערדיטשעווער שרפות : בערדיטשעווער גזלנים|New York|Hebrew pub. co.,|1916|19|שלום-עליכם.||https://archive.org/details/nybc203349|nybc203349|http://www.archive.org/stream/nybc203349|http://www.archive.org/download/nybc203349/nybc203349.pdf
203350|Ravitch, Melech|Di fir zayṭn fun mayn ṿelṭ|די פיר זייטן פון מייו וועלט|Ṿilne|B. Ḳletsḳin,|1929|127|ראוויטש|מלך|https://archive.org/details/nybc203350|nybc203350|http://www.archive.org/stream/nybc203350|http://www.archive.org/download/nybc203350/nybc203350.pdf
203351|Reisen, Abraham|Oysgeveylṭe ṿerḳ|אסגעוויילטע ווערק|Ṿarshe|Yidish bukh,|1964|458|רייזען|אברהם|https://archive.org/details/nybc203351|nybc203351|http://www.archive.org/stream/nybc203351|http://www.archive.org/download/nybc203351/nybc203351.pdf
203352|Ribkowski, Mendel.|Derlebṭ tsu dertseyln fartseykhenungen un lider|דערלעבט צו דערציילן : פארצייכענונגען און לידער|[Nyu Yorḳ]|Fareynikṭn Yanoṿer hilfs ḳomiṭeṭ,||112|ריבקאווסקי|מענדל|https://archive.org/details/nybc203352|nybc203352|http://www.archive.org/stream/nybc203352|http://www.archive.org/download/nybc203352/nybc203352.pdf
203353|Rozenberg, Aharon.|Dertseylṭ fun ḥeder soydes̀ fun a loyers ofis : dertseylungen, stsenḳes, monologen|דערציילט פון חדר : סודות פון א לאיערס אפיס : דערציילונגען, סצענקעס, מאנאלאגען|Deṭroiṭ|Neshonal poblishing ḳompani,|1939|116|ראזענבערג|אהרן|https://archive.org/details/nybc203353|nybc203353|http://www.archive.org/stream/nybc203353|http://www.archive.org/download/nybc203353/nybc203353.pdf
203354|Ramras, M.|In gang fun lebn dertseylungen|אין גאנג פון לעבן : דערציילונגען|[S.l.]|M. Ramras,||128|ר""מר""ז|מ|https://archive.org/details/nybc203354|nybc203354|http://www.archive.org/stream/nybc203354|http://www.archive.org/download/nybc203354/nybc203354.pdf
203355|Ronṭsh, Yitsḥaḳ Elḥanan|In midber poeme|אין מדבר : פאעמע|Los Andzsheles|[o. fg.],|1969|47|ראנטש|יצחק אלחנן|https://archive.org/details/nybc203355|nybc203355|http://www.archive.org/stream/nybc203355|http://www.archive.org/download/nybc203355/nybc203355.pdf
203357|Mahler, Raphael|Bundishe ideologye in a nayer oyflage an enṭfer tsu Moyshe Kats|בוננדישע אידעלאלגיע אין א נייער אויפלאגע : אן ענטפער צו משה כץ|Nyu-Yorḳ|Fraynd fun progresiṿn Yiśroel,||31|מאהלער|רפאל|https://archive.org/details/nybc203357|nybc203357|http://www.archive.org/stream/nybc203357|http://www.archive.org/download/nybc203357/nybc203357.pdf
203359|Rolland, Romain|Pyer un Lutsye|פיער און לוציע|Ṿarshe|Ḳulṭur-lige,|1926|95|ראלאן|ראמען|https://archive.org/details/nybc203359|nybc203359|http://www.archive.org/stream/nybc203359|http://www.archive.org/download/nybc203359/nybc203359.pdf
203360|Rolland, Romain|Zshan Ḳrisṭof|זשאן קריסטאף|Ṿilne|B. Ḳletsḳin,|1931|10|ראלאן|ראמען|https://archive.org/details/nybc203360|nybc203360|http://www.archive.org/stream/nybc203360|http://www.archive.org/download/nybc203360/nybc203360.pdf
203368|Rosenfeld, Morris|Gezamelṭe lieder|געזאמעלטע ליעדער|Nyu Yorḳ|Aroysgegeben fun der Inṭernatsyonaler biblioṭheḳ ferlag ḳompani,|1906|337|ראזענפעלד|מארריס|https://archive.org/details/nybc203368|nybc203368|http://www.archive.org/stream/nybc203368|http://www.archive.org/download/nybc203368/nybc203368.pdf
203502|Granitstein, M.|Harbsṭ-bleṭer a zamlung|הארבסט-בלעטער : א זאמלונג|Buenos Ayres|[o. fg.],|1943|84|גראניטשטיין|משה|https://archive.org/details/nybc203502|nybc203502|http://www.archive.org/stream/nybc203502|http://www.archive.org/download/nybc203502/nybc203502.pdf
203369|Rozenshṭain, Ts.|Ṿos iz azoyns di Histadrut?|וואס איז אזנס די הסתדרות?|Tel-Aviv|Aroysgegebn durkh haṾaad ha-poel shel ha-Histadrut ha-kelalit shel haovdim ha-ivrim be-ʹErets Yiśraʹel, Maḥleḳet he-ḥaluts,|1947|62|ראזענשטיין|צ|https://archive.org/details/nybc203369|nybc203369|http://www.archive.org/stream/nybc203369|http://www.archive.org/download/nybc203369/nybc203369.pdf
203370|Rosenzweig, L.|Briś mile|ברית מילה|New York|L. Rozentsṿayg,||141|ראזענצווייג|ל|https://archive.org/details/nybc203370|nybc203370|http://www.archive.org/stream/nybc203370|http://www.archive.org/download/nybc203370/nybc203370.pdf
203372|Mandel, A.|Anṭropologye di primiṭiṿe gezelshafṭ|אנטראפאלאגיע : די פרימיטיווע געזעלשאפט|Nyu Yorḳ|Ḳooperaṭiver folḳs-farlag fun der Idisher seḳtsye fun Inṭernatsyonaln arbeṭer ordn,|1937|95|מאנדעל|א|https://archive.org/details/nybc203372|nybc203372|http://www.archive.org/stream/nybc203372|http://www.archive.org/download/nybc203372/nybc203372.pdf
203373|Malits, Ḥayim|Droshes̀, redes un leḳṭshurs|דרושת, רעדעס און לעקטשורס|Nyu Yorḳ|[o. fg.],|1925|231|מאליץ|חיים|https://archive.org/details/nybc203373|nybc203373|http://www.archive.org/stream/nybc203373|http://www.archive.org/download/nybc203373/nybc203373.pdf
203374|Haimovitch, Mali|Mayne ḳinder-yorn in shoṭn fun ḥurbn|מיינע קינדער-יארן אין שאטן פון חורבן|Tel-Aviv|Farlag Y.L. Perets,|1993|73|חיימאוויטש-הירש|מאלי|https://archive.org/details/nybc203374|nybc203374|http://www.archive.org/stream/nybc203374|http://www.archive.org/download/nybc203374/nybc203374.pdf
203375|Masliansky, Zvi Hirsch|Masliansḳi's droshes̀ fir shabos̀im un yomim-ṭoyvim|מסליאנסקי'ס דרשות פיר שבתים און ימים-טובים|Nyu Yorḳ|Hibru poblishing ḳompani,|1927||מאסליאנסקי.||https://archive.org/details/nybc203375|nybc203375|http://www.archive.org/stream/nybc203375|http://www.archive.org/download/nybc203375/nybc203375.pdf
203378|Mantel, Herman|Manṭels folḳs redner droshes̀ un redes far ale yomim ṭoyvim un farshidene gelegenheyṭen|מאנטלס פאלקס רעדנער : דרשות און רעדעס פאר אלע ימים טובים און פארשידענע געלעגענהייטען|Nyu-Yorḳ|Pardes,|1948||מאנטעל|יחיאל|https://archive.org/details/nybc203378|nybc203378|http://www.archive.org/stream/nybc203378|http://www.archive.org/download/nybc203378/nybc203378.pdf
203379|Mann, Mendel|Dos hoyz tsṿishn derner|דאס הז צווישן דערנער|Tel-Aviv|Menorah,||318|מאן|מענדל|https://archive.org/details/nybc203379|nybc203379|http://www.archive.org/stream/nybc203379|http://www.archive.org/download/nybc203379/nybc203379.pdf
203380|Mani Leib|Soneṭn|סאנעטן|Pariz|Farlag di goldene paṿe,|1962|71|לייב|מאני|https://archive.org/details/nybc203380|nybc203380|http://www.archive.org/stream/nybc203380|http://www.archive.org/download/nybc203380/nybc203380.pdf
203381|Moniḳ Lederman, Yehoshua|In ṭriṭ fun dayn ṿander|אין טריט פון דיין וואנדער|Nyu-Yorḳ|Aroysgegebn miṭ der hilf funem ṿelṭ-tsenṭer fun Yidishn pen-ḳlub,|1964|158|מאניק|י|https://archive.org/details/nybc203381|nybc203381|http://www.archive.org/stream/nybc203381|http://www.archive.org/download/nybc203381/nybc203381.pdf
203382|Makofsky, Max.|A shap in Ridzshṿud un andere dertseylungen|א שאפ אין רידשוואוד : און אנדערע דערציילונגען|Nyu Yorḳ|Amalgameyṭed brenṭsh 82, I.A.O.,|1939|160|מאקאווסקי|מ|https://archive.org/details/nybc203382|nybc203382|http://www.archive.org/stream/nybc203382|http://www.archive.org/download/nybc203382/nybc203382.pdf
203384|Malits, Ḥayim|Toyre tsu Goṭ un tsu layṭ droshes̀ un redes far ale parshes̀ fun yohr|תורה צו גאט און צו לייט : דרשות און רעדעס פאר אלע פרשיות פון יאהר|Nyu Yorḳ|[o. fg.],|1918|254|מאליץ|חיים|https://archive.org/details/nybc203384|nybc203384|http://www.archive.org/stream/nybc203384|http://www.archive.org/download/nybc203384/nybc203384.pdf
203385|Maltinski, Chaim.|Mayn mames onbliḳ|מיין מאמעס אנבליק|Tel-Aviv|Y. L. Perets,|1977|176|מאלטינסקי|חיים|https://archive.org/details/nybc203385|nybc203385|http://www.archive.org/stream/nybc203385|http://www.archive.org/download/nybc203385/nybc203385.pdf
203386|Margoles Daṿidzon, Khaim|Oṭ azoy zegṭ a sṭolyer dertseylung ṿegn dem lebn fun Idn in der Ṿarsheṿer geṭo|אט אזוי זעגט א סטאליער : דערציילונג וועגן דעם לעבן פון אידן אין דער ווארשעווער געטא|Nyu Yorḳ|Aroysgegebn fun farlag ""Ṿarshe"",|1945|32|מארגאלעס דאווידזאן|כאים|https://archive.org/details/nybc203386|nybc203386|http://www.archive.org/stream/nybc203386|http://www.archive.org/download/nybc203386/nybc203386.pdf
203387|Kittel, Rudolf|Tanakh ṿisnshafṭ|תנ""ך וויסנשאפט|Ṿarshe|Ḳulṭur-lige,|1923|275|קיטעל|רודאלף|https://archive.org/details/nybc203387|nybc203387|http://www.archive.org/stream/nybc203387|http://www.archive.org/download/nybc203387/nybc203387.pdf",,,,,,,,,,,,,,,,,
203389|Minkin,Keylye.|Arum der shul lider|ארום דער שול : לידער|Bronḳs,N.Y.|Shalom-Alekhem folḳs-shul eyns,|1955|64|מינקין|קייליע|https://archive.org/details/nybc203389|nybc203389|http://www.archive.org/stream/nybc203389|http://www.archive.org/download/nybc203389/nybc203389.pdf,,,,,,,,,,,,,,
203390|Mestel,Jacob|Milḥome-noṭitsn fun a yidishn ofitsir|מלחמה-נאטיצן פון א יידישן אפיציר|Varshe|Sh. Yaṭshḳoṿsḳi,|1924||מעסטעל|יעקב|https://archive.org/details/nybc203390|nybc203390|http://www.archive.org/stream/nybc203390|http://www.archive.org/download/nybc203390/nybc203390.pdf,,,,,,,,,,,,,,,
203393|Rothstein,Samuel Isaac|Tsadiḳim un ḥsidim a zamlung ḥsidishe mayśes̀|צדיקים און חסידים : א זאמלונג חסידישע מעשיות|Nyu-Yorḳ|Sh. Roṭshṭeyn,||272|ראטשטיין|שמואל|https://archive.org/details/nybc203393|nybc203393|http://www.archive.org/stream/nybc203393|http://www.archive.org/download/nybc203393/nybc203393.pdf,,,,,,,,,,,,,,,
203394|Miednik,Arn.|Gezamelṭe shrifṭn 80 yor denḳenish fun a kloymershṭ tsiṿilizirṭn parshoyn|געזאמעלטע שריפטן : 80 יאר דענקעניש פון א כלומרשט ציוויליזירטן פארשוין|Pariz|Farlag di goldene paṿe,|1988||מיעדניק|ארן|https://archive.org/details/nybc203394|nybc203394|http://www.archive.org/stream/nybc203394|http://www.archive.org/download/nybc203394/nybc203394.pdf,,,,,,,,,,,,,,,
"203398|Minkoff, N. B.|Avraham Reyzen der dikhṭer fun lid|אברהם רייזען : דער דיכטער פון ליד|Nyu-Yorḳ|""Bodn"",|1936|48|מינקאוו|נ. ב|https://archive.org/details/nybc203398|nybc203398|http://www.archive.org/stream/nybc203398|http://www.archive.org/download/nybc203398/nybc203398.pdf",,,,,,,,,,,,,,,,,
203399||Agodes̀ fun Talmud un Medresh far shul un hoyz|אגדות פון תלמוד און מדרש פאר שול און הז|New York|Hebrew Publishing Co.,|1935|320|||https://archive.org/details/nybc203399|nybc203399|http://www.archive.org/stream/nybc203399|http://www.archive.org/download/nybc203399/nybc203399.pdf,,,,,,,,,,,,,,,,
203400|Miller,Louis E.|Naye un alṭe Palesṭina rayze bilder|נייע און אלטע פאלעסטינא : רייזע בילדער|New York|Ṿarheyṭ,||218|מיללער|ל.ע|https://archive.org/details/nybc203400|nybc203400|http://www.archive.org/stream/nybc203400|http://www.archive.org/download/nybc203400/nybc203400.pdf,,,,,,,,,,,,,,,
203401|Malach,Leib|Palesṭine-reporṭazshn|פאלעסטינע-רעפארטאזשן|Ṿarshe|Liṭerarishe bleṭer,|1935|268|מלאך|לייב|https://archive.org/details/nybc203401|nybc203401|http://www.archive.org/stream/nybc203401|http://www.archive.org/download/nybc203401/nybc203401.pdf,,,,,,,,,,,,,,,
203402|Melamed,S. M.|Mayn shṭedṭel bilder un geshṭalṭen|מיין שטעדטעל : בילדער און געשטאלטען|Shiḳago|Ḳuryer,|1930|182|מלמד|ש.מ|https://archive.org/details/nybc203402|nybc203402|http://www.archive.org/stream/nybc203402|http://www.archive.org/download/nybc203402/nybc203402.pdf,,,,,,,,,,,,,,,
203403|Medem,Gina.|Di froy in der heym,in fabriḳ,in gezelshafṭlekhn lebn|די פר אין דער היים,אין פאבריק,אין געזעלשאפטלעכן לעבן|Nyu Yorḳ|Ḳooperaṭiṿer folḳs-farlag fun Inṭernatsyonaln arbeṭer ordn,|1937|31|מעדעם|גינא|https://archive.org/details/nybc203403|nybc203403|http://www.archive.org/stream/nybc203403|http://www.archive.org/download/nybc203403/nybc203403.pdf,,,,,,,,,,,
203404||Mir zingen lider far heym,shul,yom-ṭoyvim un fayerungen|מיר זינגען : לידער פאר היים,שול,יום-טובים און פייערונגען|Nyu-Yorḳ|Arbeṭer-ring baym bildungs-deparṭmenṭ,||159|||https://archive.org/details/nybc203404|nybc203404|http://www.archive.org/stream/nybc203404|http://www.archive.org/download/nybc203404/nybc203404.pdf,,,,,,,,,,,,
203405|Erlikh,H.|Danḳere ṭipn un epizodn fun a shṭeṭl in Leṭland miṭ 60 yor tsuriḳ|דאנקערע : טיפן און עפיזאדן פון א שטעטל אין לעטלאנד מיט 60 יאר צוריק|Yohanesburg|Ḳayor,|1956|64|ערליך|ה|https://archive.org/details/nybc203405|nybc203405|http://www.archive.org/stream/nybc203405|http://www.archive.org/download/nybc203405/nybc203405.pdf,,,,,,,,,,,,,,,
"203406|Erlikh, H.|Oṭ azoy humoresḳes, stsenḳes, monologn|אט אזוי : הומארעסקעס, סצענקעס, מאנאלאגן|Yohanesburg, Dorem-Afriḳe|""Ḳayor"",|1950|95|ערליך|ה|https://archive.org/details/nybc203406|nybc203406|http://www.archive.org/stream/nybc203406|http://www.archive.org/download/nybc203406/nybc203406.pdf",,,,,,,,,,,,,,,,,
203407|Quint,Eli|Masot ve-raayonot|מסות ורעיונות|Bruḳlin|[o. fg.],||2|קווינט|אלי|https://archive.org/details/nybc203407|nybc203407|http://www.archive.org/stream/nybc203407|http://www.archive.org/download/nybc203407/nybc203407.pdf,,,,,,,,,,,,,,,
203408|Asch,Sholem|Moṭḳe ganev|מאטקע גנב|Nyu Yorḳ|Forṿerts,|1918|346|אש|שלום|https://archive.org/details/nybc203408|nybc203408|http://www.archive.org/stream/nybc203408|http://www.archive.org/download/nybc203408/nybc203408.pdf,,,,,,,,,,,,,,,
203409|Akerman,M.|Af noenṭe un ṿayṭe ṿegn bilder un dertseylungen fun der alṭer un nayer heym|אף נאענטע און ווייטע וועגן : בילדער און דערציילונגען פון דער אלטער און נייער היים|Nyu Yorḳ|Aṭlanṭiḳ,|1940|239|אקערמאן|מענדל|https://archive.org/details/nybc203409|nybc203409|http://www.archive.org/stream/nybc203409|http://www.archive.org/download/nybc203409/nybc203409.pdf,,,,,,,,,,,,,,,
203410|Ackerman,Jacob Judah.|Biblishe un moderne poemen un lider|ביבלישע און מאדערנע פאעמען און לידער|New Bedford,Mass.|J.J. Ackerman,||223|אקערמאן|יעקב יהודה|https://archive.org/details/nybc203410|nybc203410|http://www.archive.org/stream/nybc203410|http://www.archive.org/download/nybc203410/nybc203410.pdf,,,,,,,,,,,,,,
203411|Asch,Sholem|Ameriḳa|אמעריקא|Ṿarshe ; Nyu-Yorḳ|Progres,|1911|124|אש|שלום|https://archive.org/details/nybc203411|nybc203411|http://www.archive.org/stream/nybc203411|http://www.archive.org/download/nybc203411/nybc203411.pdf,,,,,,,,,,,,,,,
203412|Asch,Sholem|Di yorshim a drame in fir aḳṭen|די יורשים : א דראמע אין פיר אקטען|Ṿilne|B.A. Ḳletsḳin,||106|אש|שלום|https://archive.org/details/nybc203412|nybc203412|http://www.archive.org/stream/nybc203412|http://www.archive.org/download/nybc203412/nybc203412.pdf,,,,,,,,,,,,,,,
203413|Lamb,Charles|Sheḳspier's oysgeṿehlṭe ṿerḳ miṭ zayn biografye un bild|שעקספיער'ס אסגעוועהלטע ווערק : מיט זיין ביאגראפיע און בילד|Nyu Yorḳ|Sh. Druḳerman,|1909||||https://archive.org/details/nybc203413|nybc203413|http://www.archive.org/stream/nybc203413|http://www.archive.org/download/nybc203413/nybc203413.pdf,,,,,,,,,,,,,,,
203414|Asch,Sholem|Grosman un zun|גראסמאן און זון|Nyu-Yorḳ|M.Sh. Shḳlarsḳi,|1954|386|אש|שלום|https://archive.org/details/nybc203414|nybc203414|http://www.archive.org/stream/nybc203414|http://www.archive.org/download/nybc203414/nybc203414.pdf,,,,,,,,,,,,,,,
203415|Levanda,L. O.|Der Poylisher magnaṭ|דער פלישער מאגנאט|Ṿarsha|Tsenṭral,|1923|93|לעוואנדא|ל|https://archive.org/details/nybc203415|nybc203415|http://www.archive.org/stream/nybc203415|http://www.archive.org/download/nybc203415/nybc203415.pdf,,,,,,,,,,,,,,,
203416|Andreyev,Leonid|Ertsehlung ṿegen ziben gehangene|ארצעהלונג וועגען זיבען געהאנגענע|Ṿarshe|Di ṿelṭ,||95|אנדרעיעוו|לעאניד|https://archive.org/details/nybc203416|nybc203416|http://www.archive.org/stream/nybc203416|http://www.archive.org/download/nybc203416/nybc203416.pdf,,,,,,,,,,,,,,,
203417|Demblin,B.|Ṿesṭ-said roman|וועסט-סאיד : ראמאן|Nyu-Yorḳ|M.N. Mayzil,|1938|201|דעמבלין|ב|https://archive.org/details/nybc203417|nybc203417|http://www.archive.org/stream/nybc203417|http://www.archive.org/download/nybc203417/nybc203417.pdf,,,,,,,,,,,,,,,
203418|Druḳer,Irme|Der zeyde Mendele|דער זיידע מענדעלע|Ṿarshe|Yidish bukh,|1964|139|דרוקער|ירמיהו|https://archive.org/details/nybc203418|nybc203418|http://www.archive.org/stream/nybc203418|http://www.archive.org/download/nybc203418/nybc203418.pdf,,,,,,,,,,,,,,,
"203419|Drimer, Henry|Der Haman shebe-Haman's miṭ zayne adyuṭanṭn, oder, Di ṭreyfene libe fun Shurakh fun Baldakh : a Purim-shpil ...|דער המן שב'המנ'ס : מיט זיינע אדיוטאנטן : אדער די טרייפענע ליבע פון שוראך פון באלדאך : א פורים-שפיל ..|Nyu-Yorḳ|Farlag ""Ameriḳe"",||158|דרימער|ה|https://archive.org/details/nybc203419|nybc203419|http://www.archive.org/stream/nybc203419|http://www.archive.org/download/nybc203419/nybc203419.pdf",,,,,,,,,,,,,,,,,
203420|Giovagnoli,Raffaele.|Sparṭaḳ hisṭorisher roman|ספארטאק : היסטארישער ראמאן|New York|M. Gurewitch,||264|דזשיאוואניאלי|ר|https://archive.org/details/nybc203420|nybc203420|http://www.archive.org/stream/nybc203420|http://www.archive.org/download/nybc203420/nybc203420.pdf,,,,,,,,,,,,,,,
203421|Malits,Ḥayim|Di heym un di froy|די היים און די פר|Nyu Yorḳ|[o. fg.],|1918|245|מאליץ|חיים|https://archive.org/details/nybc203421|nybc203421|http://www.archive.org/stream/nybc203421|http://www.archive.org/download/nybc203421/nybc203421.pdf,,,,,,,,,,,,,,,
203422|Katzenelenbogen,Uriah|Daynes Liṭṿishe un Leṭishe folḳslider|דיינעס : ליטווישע און לעטישע פאלקסלידער|[Toronto|o. fg.],||427|קאצענעלענבאגען|אוריה|https://archive.org/details/nybc203422|nybc203422|http://www.archive.org/stream/nybc203422|http://www.archive.org/download/nybc203422/nybc203422.pdf,,,,,,,,,,,,,,,
203423|Maltinski,Chaim.|Der droysn-menṭsh|דער דרסן-מענטש|Tel-Aviv|Gerangl,|1986|370|מאלטינסקי|חיים|https://archive.org/details/nybc203423|nybc203423|http://www.archive.org/stream/nybc203423|http://www.archive.org/download/nybc203423/nybc203423.pdf,,,,,,,,,,,,,,,
203424|Dimitrov,Georgi|Arbeṭer eynigḳeyṭ fesṭung gegn fashizm : der fashisṭisher ongrif un di oyfgabn fun ḳomunisṭishn inṭernatsyonal inm ḳamf ...|ארבעטער אייניגקייט : פעסטונג געגן פאשיזם : דער פאשיסטטשער אנגריף און די אפגאבן פון קאמוניסטישן אינטערנאציאנאל אינם קאמף ..|Nyu Yorḳ|Idbyuro,|1935|160|דימיטראוו|ג|https://archive.org/details/nybc203424|nybc203424|http://www.archive.org/stream/nybc203424|http://www.archive.org/download/nybc203424/nybc203424.pdf,,,,,,,,,,,,,,,
"203425|Daymondshṭeyn, B.|In ḳinder ṿelt|אין קינדער וועלט|Nyu Yorḳ|Farlag ""Far ḳinder"",||93|דיימאנדשטיין|באריס|https://archive.org/details/nybc203425|nybc203425|http://www.archive.org/stream/nybc203425|http://www.archive.org/download/nybc203425/nybc203425.pdf",,,,,,,,,,,,,,,,,
203426|Daymondshṭeyn,B.|Gezamlṭe dramen|געזאמלטע דראמען|Ṭohonga,Ḳalifornye [Tujunga,|Liṭerarishe hefṭn,|||דיימאנדשטיין|ב|https://archive.org/details/nybc203426|nybc203426|http://www.archive.org/stream/nybc203426|http://www.archive.org/download/nybc203426/nybc203426.pdf,,,,,,,,,,,,,
203430|Daymondshṭeyn,B.|Fun frisṭn friling bizn shpeṭsṭn ṿinṭer lider-zamlung in Yidish,English,Ivrit|פון פריסטן פרילינג ביזן שפעטסטן ווינטער : לידער-זאמלונג אין: יידיש-ענגליש-עיברית|Tsefat|Tsefat'er liṭerarishe hefṭn,|1965|160|דיימאנדשטיין|ב|https://archive.org/details/nybc203430|nybc203430|http://www.archive.org/stream/nybc203430|http://www.archive.org/download/nybc203430/nybc203430.pdf,,,,,,,,,,,,,
203431|Daymondshṭeyn,B.|Naye gezamlṭe shrifṭn|נייע געזאמלטע שריפטן|Ṭahonga,Ḳalifornye|Liṭerarishe hefṭn,|1960|184|דיימאנדשטיין|ב|https://archive.org/details/nybc203431|nybc203431|http://www.archive.org/stream/nybc203431|http://www.archive.org/download/nybc203431/nybc203431.pdf,,,,,,,,,,,,,,
203432|Dicker,William.|Fun beyde zayṭen yam dertsehlungen|פון ביידע זייטען ים : דערצעהלונגען|Nyu Yorḳ|Idish-liṭerarishe byuro,||207|דיקער|וו|https://archive.org/details/nybc203432|nybc203432|http://www.archive.org/stream/nybc203432|http://www.archive.org/download/nybc203432/nybc203432.pdf,,,,,,,,,,,,,,,
"203433|Ri︠a︡zanov, D. B.|Ophandlungen tsu der geshikhṭe fun Marḳsizm|אפהאנדלונגען צו דער געשיכטע פון מארקסיזם|Ṿarshe ; Nyu-Yorḳ|Yaṭshḳoṿsḳis ""populer ṿisnshafṭlekhe biblioṭeḳ"",|1931||ריאזאנאוו|ד|https://archive.org/details/nybc203433|nybc203433|http://www.archive.org/stream/nybc203433|http://www.archive.org/download/nybc203433/nybc203433.pdf",,,,,,,,,,,,,,,,,
203434|Demblin,B.|Oyf dray ḳonṭinenṭn geḳlibene noṿeln|אף דריי קאנטינענטן : געקליבענע נאוועלן|Meḳsiḳe|Shelomoh Mendelson fond bay der Gezelshafṭ far ḳulṭur un hilf,|1963|411|דעמבלין|ב|https://archive.org/details/nybc203434|nybc203434|http://www.archive.org/stream/nybc203434|http://www.archive.org/download/nybc203434/nybc203434.pdf,,,,,,,,,,,,,,,
203436|Johnson,Hewlett|Sovetnland a zeḳsṭl fun der erd = Soviet Power|סאוועטנלאנד : א זעקסטל פון דער ערד = Soviet Power|New York|Ḳooperaṭiṿer folḳs farlag fun Inṭernatsyonaln arbeṭer ordn,||380|דזשאנסאן|היולעט|https://archive.org/details/nybc203436|nybc203436|http://www.archive.org/stream/nybc203436|http://www.archive.org/download/nybc203436/nybc203436.pdf,,,,,,,,,,,,,,,
203437|Deĭch,L. G.|A halber yorhunderṭ Rusishe reṿolutsye erinerungen|א האלבער יארהונדערט רוסיש רעוואלוציע : ערינערונגען|N[yu] Y[orḳ]|Ṿeḳer,|1923||דייטש|לעוו|https://archive.org/details/nybc203437|nybc203437|http://www.archive.org/stream/nybc203437|http://www.archive.org/download/nybc203437/nybc203437.pdf,,,,,,,,,,,,,,,
